gauge_id,dwood_perc_1990,ewood_perc_1990,grass_perc_1990,shrub_perc_1990,crop_perc_1990,urban_perc_1990,inwater_perc_1990,bares_perc_1990,dwood_perc_2015,ewood_perc_2015,grass_perc_2015,shrub_perc_2015,crop_perc_2015,urban_perc_2015,inwater_perc_2015,bares_perc_2015,dwood_perc_2017,ewood_perc_2017,grass_perc_2017,shrub_perc_2017,crop_perc_2017,urban_perc_2017,inwater_perc_2017,bares_perc_2017,dwood_perc_2018,ewood_perc_2018,grass_perc_2018,shrub_perc_2018,crop_perc_2018,urban_perc_2018,inwater_perc_2018,bares_perc_2018,dwood_perc_2019,ewood_perc_2019,grass_perc_2019,shrub_perc_2019,crop_perc_2019,urban_perc_2019,inwater_perc_2019,bares_perc_2019,dwood_perc_2020,ewood_perc_2020,grass_perc_2020,shrub_perc_2020,crop_perc_2020,urban_perc_2020,inwater_perc_2020,bares_perc_2020,dwood_perc_2021,ewood_perc_2021,grass_perc_2021,shrub_perc_2021,crop_perc_2021,urban_perc_2021,inwater_perc_2021,bares_perc_2021,dwood_perc_2022,ewood_perc_2022,grass_perc_2022,shrub_perc_2022,crop_perc_2022,urban_perc_2022,inwater_perc_2022,bares_perc_2022
10002,2.68,2.03,43.88,9.02,41.31,0.97,0.09,0.02,3.93,5.34,42.51,6.10,40.31,1.68,0.13,0.00,5.76,4.11,42.78,5.66,39.55,2.02,0.13,0.00,5.64,4.11,45.20,5.32,37.71,1.88,0.14,0.00,6.73,4.20,43.17,4.65,39.16,2.00,0.09,0.00,6.68,3.68,44.11,4.82,38.65,1.98,0.02,0.00,6.51,3.41,40.29,6.52,40.79,2.37,0.10,0.01,5.23,3.97,41.33,5.65,41.69,1.99,0.11,0.01
10003,2.99,1.99,39.68,0.51,54.31,0.46,0.05,0.01,4.71,2.91,36.92,0.35,54.05,0.96,0.06,0.03,6.31,1.88,38.38,0.10,51.93,1.33,0.07,0.00,6.32,1.90,39.12,0.03,51.30,1.26,0.06,0.00,6.54,2.01,37.94,0.09,52.02,1.35,0.05,0.00,6.85,1.67,37.99,0.08,51.99,1.43,0.00,0.00,6.94,1.35,36.36,0.12,53.55,1.62,0.06,0.00,5.35,1.96,36.47,0.08,54.69,1.35,0.06,0.03
1001,0.01,2.80,36.12,52.30,5.29,0.09,3.32,0.07,0.46,12.22,39.95,41.71,1.80,0.20,3.35,0.31,0.27,12.26,41.93,41.49,0.33,0.31,3.32,0.10,0.24,12.07,40.78,42.76,0.45,0.24,3.31,0.15,0.37,12.15,41.67,41.79,0.30,0.27,3.32,0.13,0.40,11.39,41.49,43.00,0.00,0.40,3.31,0.00,0.39,12.24,39.33,44.00,0.00,0.71,3.31,0.02,0.79,11.23,34.44,38.81,10.55,0.62,3.31,0.24
101002,5.88,0.04,38.34,0.56,51.43,3.31,0.16,0.29,5.92,0.23,41.99,0.39,46.65,3.47,0.53,0.82,8.33,0.11,39.45,0.56,46.45,4.52,0.43,0.15,6.55,0.00,41.46,0.07,47.46,3.90,0.42,0.15,8.85,0.16,48.53,0.53,35.79,5.57,0.42,0.15,7.21,0.04,54.70,4.19,28.42,4.76,0.67,0.00,6.97,0.20,43.25,0.37,43.34,5.34,0.55,0.00,6.80,0.24,46.36,0.00,41.72,4.14,0.47,0.28
101005,3.67,0.00,53.30,0.64,38.34,3.75,0.00,0.30,3.34,0.08,57.75,0.12,33.99,4.68,0.03,0.00,4.69,0.00,60.09,0.00,29.87,5.29,0.06,0.00,3.74,0.00,60.20,0.00,30.51,5.41,0.13,0.00,4.20,0.00,63.37,0.01,27.00,5.33,0.10,0.00,3.85,0.00,68.99,0.42,20.40,6.16,0.17,0.00,3.41,0.00,62.36,0.03,28.12,5.93,0.14,0.00,3.76,0.00,64.22,0.00,27.41,4.50,0.10,0.00
102001,0.58,0.02,96.57,0.00,2.32,0.43,0.07,0.00,0.46,0.00,96.51,0.00,1.99,0.77,0.08,0.18,0.57,0.00,98.29,0.00,0.04,1.07,0.00,0.04,0.61,0.00,98.58,0.00,0.00,0.77,0.00,0.04,0.62,0.00,98.32,0.00,0.00,1.02,0.00,0.04,0.27,0.00,98.72,0.00,0.00,0.98,0.00,0.04,0.64,0.00,97.95,0.00,0.00,1.40,0.00,0.00,0.50,0.00,93.09,0.00,5.14,1.27,0.00,0.00
106001,0.00,0.00,0.13,94.07,0.00,0.00,5.80,0.00,0.07,2.49,0.13,91.48,0.00,0.00,5.84,0.00,0.14,1.42,0.41,92.19,0.00,0.00,5.84,0.00,0.14,1.34,0.24,92.43,0.00,0.00,5.85,0.00,0.13,1.47,0.01,92.56,0.00,0.00,5.83,0.00,0.00,0.56,0.48,93.11,0.00,0.00,5.85,0.00,0.52,2.60,0.17,90.86,0.00,0.00,5.84,0.00,0.68,1.39,0.96,91.11,0.00,0.00,5.86,0.00
107001,0.00,0.00,23.77,76.23,0.00,0.00,0.00,0.00,0.00,0.00,21.95,77.44,0.57,0.04,0.00,0.00,0.00,0.00,22.41,77.50,0.05,0.04,0.00,0.00,0.00,0.00,19.78,80.18,0.00,0.04,0.00,0.00,0.00,0.00,19.16,80.81,0.00,0.04,0.00,0.00,0.00,0.00,20.37,79.59,0.00,0.04,0.00,0.00,0.00,0.00,24.44,75.53,0.00,0.04,0.00,0.00,0.00,0.00,25.46,73.00,1.50,0.04,0.00,0.00
11001,3.18,11.55,34.54,25.15,24.68,0.73,0.07,0.09,3.88,15.45,35.00,22.48,21.54,1.52,0.10,0.04,5.25,14.89,36.07,21.39,20.37,1.82,0.14,0.07,5.46,14.28,37.34,21.82,19.18,1.78,0.14,0.00,5.49,14.17,37.52,21.83,19.02,1.85,0.10,0.00,6.22,13.97,37.84,21.34,18.70,1.92,0.00,0.00,6.34,13.71,36.72,21.17,20.01,1.99,0.05,0.01,5.51,13.15,35.17,21.11,22.96,1.89,0.15,0.06
11003,0.75,12.64,28.54,51.65,6.38,0.02,0.01,0.00,0.68,17.02,29.07,48.29,4.78,0.15,0.01,0.00,0.76,17.70,31.64,45.97,3.51,0.26,0.01,0.16,0.92,16.46,32.11,47.19,3.10,0.20,0.02,0.00,0.83,16.12,32.86,47.30,2.67,0.20,0.02,0.01,1.08,15.96,33.24,46.65,2.82,0.24,0.00,0.00,0.98,16.52,32.89,46.14,3.22,0.22,0.02,0.00,1.42,15.25,30.37,46.14,6.54,0.24,0.05,0.00
11004,1.95,9.67,45.51,7.81,34.60,0.47,0.00,0.00,2.63,15.20,45.26,5.41,30.47,1.03,0.01,0.00,4.33,15.01,44.10,5.46,29.60,1.49,0.01,0.00,4.11,15.18,48.21,5.41,25.71,1.36,0.01,0.00,4.34,15.12,46.35,5.15,27.55,1.48,0.02,0.00,5.17,15.08,49.88,4.45,23.84,1.58,0.00,0.00,4.94,14.63,46.38,4.45,27.90,1.67,0.03,0.00,4.38,14.36,41.81,4.32,33.73,1.36,0.04,0.00
12001,1.47,10.00,11.70,68.68,2.21,0.13,0.41,5.40,2.23,13.26,11.98,60.33,1.57,0.29,0.55,9.80,1.79,13.77,13.94,56.12,1.16,0.31,0.27,12.65,2.15,13.73,13.41,57.69,0.78,0.31,0.51,11.42,1.85,13.05,12.49,58.72,0.67,0.29,0.46,12.47,2.09,13.60,12.47,57.21,0.99,0.38,0.27,12.99,2.37,14.23,11.57,57.29,1.57,0.41,0.67,11.89,2.89,13.93,13.43,61.29,2.27,0.39,0.68,5.11
12002,2.44,11.83,14.18,63.03,3.85,0.24,0.36,4.07,3.21,16.28,14.72,54.55,2.90,0.48,0.49,7.38,3.27,16.33,16.66,51.34,2.12,0.53,0.23,9.52,3.50,16.34,16.64,52.38,1.57,0.54,0.43,8.60,3.25,15.89,16.04,53.06,1.41,0.55,0.42,9.38,4.46,15.46,15.36,51.78,2.29,0.66,0.20,9.78,4.55,15.87,14.71,51.78,2.82,0.75,0.58,8.95,4.37,15.66,16.84,54.67,3.36,0.65,0.59,3.86
12005,0.21,8.55,2.90,81.84,0.00,0.00,2.29,4.22,0.49,11.08,4.00,70.56,0.00,0.01,2.30,11.56,0.00,11.38,27.39,48.82,0.00,0.03,0.00,12.37,0.67,10.98,5.43,68.14,0.00,0.01,2.26,12.51,0.38,10.79,4.77,70.16,0.00,0.00,2.07,11.83,0.04,10.84,7.54,67.58,0.00,0.02,2.07,11.92,0.04,12.13,5.77,68.34,0.00,0.02,2.29,11.41,0.68,11.62,8.14,74.67,0.11,0.02,2.29,2.45
12006,0.07,0.15,5.88,88.36,0.00,0.00,0.01,5.54,1.48,1.01,6.28,84.92,0.00,0.02,0.01,6.29,0.07,2.79,6.57,82.78,0.00,0.01,0.00,7.79,1.02,1.47,7.58,82.26,0.00,0.02,0.01,7.64,1.08,1.11,6.30,83.86,0.00,0.02,0.01,7.63,0.12,1.66,6.69,83.30,0.00,0.02,0.00,8.21,0.01,2.71,5.65,83.60,0.00,0.04,0.01,7.98,0.85,1.75,5.83,87.33,0.00,0.04,0.01,4.19
12007,0.00,1.02,3.69,82.68,0.00,0.00,0.14,12.48,0.06,2.29,3.02,72.36,0.00,0.00,0.00,22.27,0.00,1.85,2.07,66.77,0.00,0.00,0.00,29.31,0.04,2.50,1.95,69.42,0.00,0.00,0.00,26.09,0.02,1.98,1.79,65.58,0.00,0.00,0.00,30.63,0.00,1.97,1.65,68.18,0.00,0.00,0.00,28.19,0.00,2.88,1.20,68.30,0.00,0.00,0.10,27.53,0.01,2.90,3.62,77.66,0.03,0.00,0.18,15.61
12008,1.35,9.53,10.30,76.09,2.69,0.04,0.01,0.00,2.52,17.77,11.95,65.44,2.17,0.12,0.04,0.00,2.43,17.89,13.58,65.50,0.43,0.14,0.02,0.00,2.45,18.00,14.25,64.89,0.25,0.14,0.02,0.00,2.38,18.38,14.75,64.08,0.22,0.16,0.03,0.00,4.56,16.66,14.15,63.48,0.88,0.27,0.00,0.00,3.97,17.06,13.85,63.07,1.60,0.43,0.03,0.00,2.91,16.77,16.29,62.05,1.66,0.30,0.03,0.00
12009,0.00,0.00,0.10,99.90,0.00,0.00,0.00,0.00,0.00,0.00,4.42,95.56,0.00,0.00,0.01,0.00,0.00,0.00,3.72,96.27,0.00,0.00,0.01,0.00,0.00,0.00,2.28,97.71,0.00,0.00,0.01,0.00,0.00,0.01,3.76,96.22,0.00,0.00,0.00,0.00,0.00,0.01,3.89,96.10,0.00,0.00,0.00,0.00,0.00,0.00,4.15,95.84,0.00,0.00,0.01,0.00,0.00,0.01,6.11,93.87,0.00,0.00,0.01,0.00
13001,2.69,14.52,22.19,5.30,54.86,0.42,0.00,0.02,3.58,16.51,23.69,3.90,51.37,0.96,0.00,0.00,5.97,15.50,27.70,3.51,46.20,1.10,0.02,0.00,5.35,15.77,29.93,2.95,44.90,1.11,0.00,0.00,5.33,15.87,29.85,2.87,44.86,1.19,0.02,0.01,6.75,15.20,29.66,2.95,44.00,1.37,0.00,0.06,6.83,14.73,29.35,3.04,44.45,1.56,0.02,0.02,4.46,15.27,31.27,2.93,44.80,1.25,0.02,0.00
13004,1.57,12.14,16.19,68.62,1.47,0.01,0.00,0.00,1.16,13.66,28.28,55.62,0.89,0.00,0.00,0.39,1.98,12.37,37.86,46.81,0.67,0.01,0.02,0.28,2.51,10.65,38.36,46.57,0.68,0.01,0.00,1.23,2.48,10.84,44.37,41.62,0.48,0.01,0.00,0.21,2.15,8.48,34.07,52.75,0.29,0.02,0.00,2.24,2.55,11.39,34.89,50.26,0.64,0.05,0.02,0.19,2.85,8.13,39.77,48.22,0.98,0.03,0.02,0.00
13005,6.59,2.01,12.21,0.22,76.68,1.25,0.73,0.31,7.52,1.55,13.06,0.04,74.82,2.16,0.84,0.00,8.76,1.01,10.84,0.00,76.21,2.49,0.69,0.00,8.56,0.81,9.58,0.00,77.58,2.71,0.75,0.00,8.50,0.73,9.85,0.00,77.57,2.63,0.71,0.00,8.77,0.74,13.37,0.00,73.75,2.77,0.61,0.00,9.05,0.39,13.77,0.06,72.71,3.26,0.76,0.00,7.85,0.66,16.65,0.00,71.27,2.42,0.72,0.44
13007,2.57,3.79,17.78,50.49,24.99,0.36,0.02,0.00,3.47,4.68,21.42,45.54,23.99,0.64,0.16,0.10,4.74,4.03,22.06,45.04,22.88,0.84,0.16,0.25,4.43,3.90,22.67,44.84,22.83,0.87,0.17,0.30,4.55,4.07,22.18,44.38,22.83,0.90,0.16,0.94,5.44,3.46,25.09,40.76,21.96,0.96,0.13,2.19,5.35,3.39,24.36,43.43,22.11,1.14,0.17,0.05,4.21,3.41,26.41,42.92,21.96,0.87,0.19,0.03
13008,2.99,6.25,22.95,43.93,23.40,0.35,0.04,0.08,3.59,7.20,31.05,30.44,22.13,0.53,0.13,4.92,4.42,6.23,35.19,27.54,21.58,0.73,0.14,4.15,4.67,5.60,33.38,27.72,22.53,0.71,0.11,5.28,4.52,6.03,37.20,24.56,21.40,0.72,0.10,5.48,4.69,5.32,35.51,27.22,20.41,0.79,0.11,5.95,4.77,6.03,35.38,28.67,20.86,0.88,0.16,3.25,4.43,4.96,38.70,29.83,21.12,0.69,0.16,0.10
14001,7.58,3.85,24.62,1.59,59.21,2.99,0.09,0.06,7.92,5.05,28.74,0.60,53.13,4.21,0.33,0.01,9.83,3.51,29.49,0.55,52.18,4.17,0.27,0.00,10.25,3.48,28.45,0.54,52.84,4.18,0.26,0.00,10.41,3.48,30.12,0.48,51.20,4.04,0.27,0.00,11.49,2.86,30.93,0.55,49.74,4.35,0.09,0.00,10.42,2.81,32.25,0.70,48.97,4.56,0.29,0.00,8.76,3.20,33.45,0.84,49.61,3.83,0.25,0.06
14002,4.31,1.79,23.15,4.91,53.72,11.72,0.39,0.01,6.82,2.71,29.32,1.89,44.35,14.52,0.41,0.00,7.14,1.92,29.70,2.24,43.78,14.82,0.41,0.00,7.45,1.89,31.14,1.70,42.69,14.73,0.40,0.00,7.53,2.00,31.24,1.48,42.57,14.78,0.40,0.00,8.02,2.12,31.55,1.93,41.46,14.57,0.35,0.00,7.07,2.32,30.97,2.21,41.89,15.15,0.40,0.00,6.55,1.70,32.24,2.11,43.54,13.41,0.40,0.05
14005,8.67,0.87,21.34,0.28,67.30,1.48,0.04,0.03,9.32,1.29,23.48,0.00,63.27,2.34,0.22,0.08,11.93,0.35,23.66,0.00,61.30,2.62,0.12,0.03,13.24,0.39,21.82,0.00,61.73,2.60,0.21,0.01,12.82,0.42,22.05,0.00,62.09,2.41,0.21,0.01,13.76,0.15,23.52,0.00,60.11,2.40,0.06,0.01,12.03,0.15,25.24,0.74,59.03,2.63,0.19,0.00,9.27,0.42,30.16,0.03,57.91,1.96,0.21,0.03
15006,3.87,7.23,29.77,46.78,8.32,0.45,2.80,0.78,4.29,11.84,35.86,31.28,7.62,0.55,2.79,5.77,5.29,11.79,34.46,30.87,7.32,0.62,2.51,7.12,5.11,11.74,34.94,31.41,7.35,0.63,2.72,6.12,5.52,11.64,33.03,33.40,7.08,0.64,2.72,5.97,5.55,11.32,35.35,29.73,7.06,0.72,2.59,7.67,5.08,11.79,32.63,33.63,7.14,0.79,2.80,6.14,4.38,10.97,41.13,32.19,7.42,0.66,2.80,0.44
15007,3.87,6.58,55.04,29.14,0.90,0.15,3.47,0.85,3.88,11.64,57.52,16.83,0.57,0.22,3.47,5.87,5.14,11.34,49.94,20.06,0.47,0.31,3.39,9.35,5.13,11.14,51.37,18.53,0.42,0.30,3.37,9.73,5.87,11.11,51.07,19.69,0.35,0.32,3.35,8.23,6.14,10.52,50.48,17.53,0.33,0.40,3.30,11.29,5.06,11.39,47.84,20.09,0.44,0.46,3.48,11.24,4.15,10.63,61.89,18.60,0.66,0.35,3.48,0.25
15010,2.74,8.66,35.06,38.06,12.38,0.34,1.13,1.65,3.64,13.45,41.89,23.18,10.77,0.48,1.11,5.48,4.55,12.71,45.61,20.53,9.76,0.40,1.07,5.37,4.25,12.95,48.48,17.60,9.68,0.43,1.07,5.54,4.36,13.10,48.47,17.73,9.04,0.46,1.08,5.76,4.25,12.57,45.86,20.16,9.44,0.59,1.02,6.11,3.87,13.41,47.14,19.08,9.51,0.57,1.09,5.33,3.44,12.96,46.07,24.93,10.88,0.49,1.08,0.17
15011,1.89,4.30,57.51,32.99,0.37,0.02,2.11,0.81,2.03,5.16,58.63,21.20,0.09,0.04,2.23,10.62,3.49,5.44,47.44,24.38,0.06,0.05,2.07,17.08,3.53,5.23,49.72,23.55,0.01,0.05,2.03,15.88,3.76,5.52,46.06,27.19,0.03,0.07,2.04,15.32,4.09,5.04,45.47,23.46,0.03,0.12,1.98,19.82,3.52,5.80,39.82,28.44,0.04,0.12,2.13,20.13,2.69,5.08,66.65,22.94,0.14,0.09,2.13,0.29
15012,2.31,7.90,15.11,69.10,0.22,0.18,4.17,1.01,2.93,11.69,24.37,46.49,0.07,0.15,4.20,10.11,3.41,12.94,24.53,44.81,0.04,0.17,3.62,10.47,3.32,12.80,23.30,48.48,0.03,0.17,4.11,7.78,3.69,12.53,17.46,53.52,0.03,0.19,4.08,8.50,3.57,12.46,25.58,43.72,0.01,0.21,4.05,10.39,3.46,12.97,19.64,52.48,0.07,0.25,4.15,6.97,2.93,11.34,33.66,46.53,0.18,0.23,4.15,0.98
15013,4.69,3.71,43.49,43.10,4.58,0.30,0.07,0.07,4.33,5.24,49.19,37.47,3.21,0.28,0.10,0.17,7.54,3.66,42.47,42.39,2.14,0.34,0.06,1.41,7.57,4.10,42.95,40.97,2.06,0.33,0.09,1.92,7.35,3.74,52.66,31.89,1.41,0.32,0.08,2.54,7.20,2.70,41.56,42.34,2.06,0.44,0.04,3.67,6.56,3.46,36.28,48.84,1.57,0.54,0.10,2.65,5.49,3.71,44.63,43.04,2.58,0.36,0.12,0.08
15014,0.24,5.18,26.24,68.23,0.00,0.00,0.11,0.01,0.49,8.14,39.60,51.04,0.00,0.01,0.12,0.60,0.34,8.33,39.51,50.78,0.00,0.00,0.11,0.92,0.13,8.21,41.47,48.84,0.00,0.00,0.12,1.23,0.14,8.43,41.89,48.93,0.00,0.01,0.12,0.48,0.09,8.25,37.21,52.73,0.00,0.03,0.07,1.62,0.09,8.37,38.73,51.11,0.00,0.01,0.12,1.57,0.17,7.94,39.94,51.75,0.06,0.01,0.12,0.01
15016,4.04,6.82,62.02,20.65,0.25,0.16,4.95,1.11,3.97,10.43,66.34,9.36,0.34,0.20,4.99,4.38,5.23,9.94,59.24,13.34,0.19,0.26,4.93,6.88,5.13,9.65,60.25,11.22,0.18,0.26,4.92,8.38,6.17,9.50,62.28,10.96,0.03,0.27,4.93,5.87,6.54,8.59,61.61,9.21,0.00,0.33,4.91,8.81,5.25,9.66,60.54,10.46,0.18,0.42,4.96,8.53,4.23,8.97,69.43,11.48,0.35,0.30,4.96,0.29
15021,13.30,6.25,27.79,23.58,23.87,1.42,3.73,0.06,14.76,7.06,28.51,21.76,22.36,1.78,3.76,0.00,17.82,6.00,30.79,18.56,20.74,2.45,3.64,0.00,15.75,7.13,33.14,17.61,20.32,2.38,3.67,0.00,16.58,6.19,34.42,17.39,19.34,2.38,3.70,0.00,17.03,5.98,31.83,17.96,20.90,2.78,3.52,0.00,16.18,5.69,36.80,14.05,20.73,2.80,3.76,0.00,14.16,7.06,32.87,19.13,20.51,2.38,3.76,0.12
15023,1.76,3.59,25.62,67.10,0.61,0.01,1.30,0.02,1.61,20.03,31.87,44.56,0.33,0.03,1.31,0.26,2.53,16.70,30.76,46.67,0.03,0.07,1.30,1.93,2.69,16.79,30.32,46.30,0.03,0.06,1.30,2.51,3.01,17.67,30.47,45.59,0.00,0.05,1.30,1.90,2.01,16.30,31.61,46.11,0.02,0.15,1.24,2.54,2.36,16.46,23.85,53.96,0.00,0.17,1.30,1.90,1.69,16.38,30.21,50.22,0.13,0.07,1.30,0.00
15024,2.37,10.80,66.94,16.69,0.39,0.15,0.56,2.10,2.28,17.33,67.18,6.33,0.59,0.15,0.62,5.53,3.28,16.83,62.64,8.62,0.47,0.19,0.56,7.41,3.23,16.16,63.87,6.38,0.45,0.26,0.54,9.10,4.66,16.10,64.29,7.17,0.06,0.23,0.56,6.94,5.55,14.48,67.24,4.06,0.00,0.26,0.50,7.91,3.96,16.00,66.25,4.02,0.36,0.36,0.58,8.48,3.08,14.87,71.93,7.97,0.69,0.25,0.58,0.62
15025,1.95,8.02,34.16,54.15,1.11,0.03,0.18,0.40,3.05,10.15,44.70,39.64,0.29,0.10,0.19,1.89,3.23,10.20,44.87,36.61,0.11,0.01,0.13,4.84,2.75,10.26,48.74,34.89,0.04,0.05,0.14,3.13,2.87,9.96,48.94,35.06,0.04,0.08,0.13,2.91,2.25,10.18,46.08,36.37,0.04,0.13,0.08,4.87,1.85,11.08,47.92,35.85,0.02,0.17,0.21,2.91,2.03,10.43,44.04,42.60,0.44,0.17,0.22,0.07
15030,5.67,3.76,18.14,8.93,60.52,2.49,0.24,0.25,5.59,5.18,19.47,6.40,59.70,3.40,0.25,0.02,6.72,3.97,19.46,6.12,59.78,3.59,0.35,0.00,6.94,3.91,18.07,6.37,60.81,3.64,0.25,0.00,6.90,4.41,21.03,5.44,58.29,3.62,0.32,0.00,7.24,4.04,22.20,5.65,57.02,3.69,0.15,0.00,6.97,3.82,21.84,5.81,57.32,3.98,0.25,0.00,6.44,3.41,23.36,5.60,57.63,3.30,0.25,0.02
15039,0.00,0.30,5.89,89.72,0.00,0.00,0.23,3.87,0.03,0.35,7.66,76.73,0.00,0.00,0.23,15.01,0.05,0.38,7.81,61.33,0.00,0.00,0.00,30.43,0.18,0.09,5.97,76.74,0.00,0.01,0.19,16.83,0.10,0.32,7.02,61.71,0.00,0.00,0.00,30.85,0.14,0.48,5.79,63.23,0.00,0.01,0.00,30.34,0.11,0.32,7.09,78.76,0.00,0.03,0.23,13.44,0.02,0.48,12.28,85.71,0.01,0.05,0.23,1.21
16001,7.62,3.47,42.86,29.97,12.92,0.71,2.44,0.01,7.30,7.46,46.60,23.99,10.94,0.95,2.51,0.25,9.91,6.30,43.05,26.72,9.72,1.12,2.42,0.76,9.69,6.64,43.16,26.48,9.75,1.09,2.41,0.77,10.12,6.03,49.94,20.28,9.63,1.05,2.41,0.54,10.21,5.51,45.43,24.55,9.54,1.24,2.41,1.10,9.81,5.72,47.52,22.67,9.55,1.33,2.47,0.93,8.59,5.51,49.10,23.30,9.92,1.08,2.49,0.01
16003,3.25,0.31,69.94,26.35,0.09,0.06,0.00,0.01,2.39,1.60,80.23,15.23,0.12,0.10,0.00,0.31,4.03,1.25,80.43,12.93,0.00,0.14,0.00,1.22,4.22,1.41,76.93,15.86,0.07,0.15,0.00,1.35,4.25,0.92,83.12,11.01,0.03,0.12,0.00,0.56,3.83,0.95,82.91,10.39,0.00,0.18,0.00,1.74,3.69,0.82,84.41,9.33,0.01,0.13,0.00,1.61,3.07,0.99,84.29,11.46,0.06,0.08,0.00,0.04
16004,7.60,4.12,41.76,24.81,18.93,0.88,1.88,0.02,7.30,7.85,46.27,18.70,16.53,1.20,1.96,0.19,10.25,6.71,43.40,20.84,14.99,1.42,1.83,0.57,9.88,7.42,43.01,21.00,14.89,1.40,1.82,0.58,10.20,6.44,48.88,16.06,14.79,1.39,1.83,0.41,10.63,5.72,45.80,19.13,14.56,1.54,1.80,0.82,10.15,5.78,47.11,18.12,14.62,1.65,1.88,0.69,8.70,5.88,48.77,18.29,14.94,1.43,1.95,0.03
17001,4.24,17.85,35.42,29.30,5.55,2.92,4.61,0.11,5.17,28.88,37.97,16.92,2.52,3.42,4.78,0.36,7.16,28.52,42.71,8.42,5.15,3.41,4.60,0.04,6.84,29.06,35.97,16.67,3.70,3.38,4.36,0.02,7.42,28.21,47.03,5.56,3.41,3.74,4.60,0.02,7.20,28.48,38.68,14.37,2.69,3.89,4.61,0.08,6.39,28.37,45.85,7.04,3.22,3.91,4.62,0.60,5.38,27.47,41.64,13.89,3.37,3.12,4.62,0.50
17003,11.41,1.47,41.43,9.31,17.63,18.17,0.11,0.48,15.22,10.27,35.99,11.40,5.45,21.37,0.29,0.00,24.35,7.11,30.95,10.17,6.82,20.60,0.00,0.00,24.07,8.37,35.78,8.45,3.66,19.59,0.08,0.00,23.91,7.45,34.46,9.52,3.73,20.81,0.07,0.04,23.57,7.46,34.40,10.55,2.86,21.04,0.07,0.05,23.88,6.72,32.76,10.88,4.68,21.01,0.08,0.00,16.87,8.04,35.78,11.60,8.68,18.77,0.08,0.18
17004,9.09,5.56,31.92,2.54,36.64,12.20,1.54,0.51,11.19,7.97,35.96,0.51,29.36,12.08,2.71,0.23,15.40,5.03,32.29,0.43,30.38,13.63,2.76,0.08,15.91,5.00,33.38,0.52,29.03,13.32,2.76,0.07,14.92,5.85,38.01,0.64,24.57,13.14,2.86,0.01,17.31,4.16,28.00,1.28,32.66,13.79,2.81,0.00,15.45,5.52,31.02,2.03,29.25,13.92,2.80,0.00,13.62,6.33,35.95,1.10,28.18,12.03,2.77,0.04
17005,5.36,2.38,53.11,11.88,18.18,7.64,0.89,0.56,9.04,6.53,50.03,11.10,12.12,9.85,1.09,0.24,12.21,6.64,46.69,11.95,11.25,10.25,0.78,0.23,12.87,6.52,49.57,10.80,9.60,9.16,1.00,0.48,14.02,6.13,49.18,10.21,9.07,9.81,0.81,0.77,15.78,5.37,48.18,10.92,7.67,10.13,0.73,1.22,12.11,6.57,48.76,11.34,8.58,9.92,0.99,1.72,10.22,6.37,48.12,10.46,13.54,9.24,1.00,1.06
17015,3.01,12.67,59.87,4.68,19.04,0.68,0.01,0.04,4.06,20.24,59.34,1.14,14.03,1.16,0.05,0.00,5.07,21.82,57.18,0.50,14.55,0.86,0.01,0.00,5.14,20.35,60.25,0.29,13.03,0.88,0.05,0.00,5.58,20.32,60.39,0.13,12.69,0.83,0.05,0.00,5.00,26.11,55.91,0.06,11.88,1.03,0.01,0.00,4.74,27.01,54.46,0.00,12.58,1.16,0.05,0.00,4.49,31.34,48.87,0.18,13.64,1.42,0.05,0.00
17018,1.50,0.00,26.85,0.02,70.18,1.45,0.00,0.00,1.38,0.24,32.30,0.10,63.98,2.00,0.00,0.00,1.35,0.24,33.75,0.00,62.60,2.05,0.00,0.00,1.45,0.24,30.81,0.00,65.52,1.98,0.00,0.00,1.98,0.24,33.34,0.00,62.68,1.76,0.00,0.00,2.32,0.24,29.09,0.00,66.39,1.96,0.00,0.00,1.86,0.24,31.41,0.00,64.46,2.03,0.00,0.00,1.52,0.24,28.20,0.00,68.16,1.88,0.00,0.00
18001,2.99,3.91,44.19,34.84,12.71,0.87,0.41,0.09,2.83,10.82,57.91,21.37,5.88,0.75,0.44,0.00,4.00,9.75,61.15,20.74,3.27,0.73,0.36,0.00,4.27,10.17,58.31,23.45,2.68,0.73,0.38,0.00,4.72,9.43,63.88,18.19,2.68,0.73,0.37,0.00,5.37,8.70,65.72,17.14,1.89,0.86,0.32,0.00,5.30,8.59,63.24,19.01,2.58,0.88,0.40,0.00,4.24,7.45,61.65,21.99,3.45,0.79,0.42,0.00
18002,5.54,4.94,71.53,4.57,9.36,3.20,0.79,0.08,6.82,7.99,73.21,2.32,5.14,3.65,0.87,0.00,9.75,6.68,68.06,2.57,8.24,4.19,0.50,0.00,9.21,8.97,67.25,1.83,7.94,3.98,0.68,0.14,10.25,7.36,68.54,2.42,6.72,3.93,0.78,0.01,10.11,7.43,66.69,3.79,6.92,4.26,0.78,0.01,8.84,7.80,69.99,1.67,6.63,4.25,0.81,0.02,7.66,7.54,73.06,2.49,4.55,3.86,0.80,0.03
